File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_group_id_from_group( const mbedtls_ecp_group *grp, mbedtls_ecp_group_id *grp_id )",38,27,14,5,8,0,3,34,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_group_id_from_specified( const mbedtls_asn1_buf *params, mbedtls_ecp_group_id *grp_id )",15,10,8,2,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_use_ecparams( const mbedtls_asn1_buf *params, mbedtls_ecp_group *grp )",29,22,11,11,4,0,3,13,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_get_ecpubkey( unsigned char **p, const unsigned char *end, mbedtls_ecp_keypair *key )",15,9,6,2,3,0,3,10,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_get_rsapubkey( unsigned char **p, const unsigned char *end, mbedtls_rsa_context *rsa )",26,19,10,11,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_get_pk_alg( unsigned char **p, const unsigned char *end, mbedtls_pk_type_t *pk_alg, mbedtls_asn1_buf *params )",23,15,9,7,5,0,3,9,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"mbedtls_pk_parse_subpubkey( unsigned char **p, const unsigned char *end, mbedtls_pk_context *pk )",55,44,23,18,11,2,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_parse_key_pkcs1_der( mbedtls_rsa_context *rsa, const unsigned char *key, size_t keylen )",71,45,24,13,10,0,16,71,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_parse_key_sec1_der( mbedtls_ecp_keypair *eck, const unsigned char *key, size_t keylen )",116,80,44,29,15,0,21,90,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_parse_key_pkcs8_unencrypted_der( mbedtls_pk_context *pk, const unsigned char* key, size_t keylen )",79,52,28,24,12,2,15,63,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"pk_parse_key_pkcs8_encrypted_der( mbedtls_pk_context *pk, const unsigned char *key, size_t keylen, const unsigned char *pwd, size_t pwdlen )",112,75,37,27,17,2,20,71,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"mbedtls_pk_parse_key( mbedtls_pk_context *pk, const unsigned char *key, size_t keylen, const unsigned char *pwd, size_t pwdlen )",181,145,63,43,25,7,11,89,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkparse.c,"mbedtls_pk_parse_public_key( mbedtls_pk_context *ctx, const unsigned char *key, size_t keylen )",41,31,18,4,6,1,4,14,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"pk_write_rsa_pubkey( unsigned char **p, unsigned char *start, mbedtls_rsa_context *rsa )",12,9,8,1,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"pk_write_ec_pubkey( unsigned char **p, unsigned char *start, mbedtls_ecp_keypair *ec )",19,15,10,5,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"pk_write_ec_param( unsigned char **p, unsigned char *start, mbedtls_ecp_keypair *ec )",12,9,8,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"mbedtls_pk_write_pubkey( unsigned char **p, unsigned char *start, const mbedtls_pk_context *key )",17,15,7,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"mbedtls_pk_write_pubkey_der( mbedtls_pk_context *key, unsigned char *buf, size_t size )",45,30,20,6,10,0,5,14,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"mbedtls_pk_write_key_der( mbedtls_pk_context *key, unsigned char *buf, size_t size )",83,55,40,6,14,2,14,59,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"mbedtls_pk_write_pubkey_pem( mbedtls_pk_context *key, unsigned char *buf, size_t size )",19,16,9,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pkwrite.c,"mbedtls_pk_write_key_pem( mbedtls_pk_context *key, unsigned char *buf, size_t size )",35,31,16,8,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_can_do( mbedtls_pk_type_t type ),3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_get_bitlen( const void *ctx ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_verify_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, const unsigned char *sig, size_t sig_len )",20,15,7,9,5,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_sign_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, unsigned char *sig, size_t *sig_len, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",10,8,4,3,2,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_decrypt_wrap( void *ctx, const unsigned char *input, size_t ilen, unsigned char *output, size_t *olen, size_t osize, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",6,5,3,3,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_encrypt_wrap( void *ctx, const unsigned char *input, size_t ilen, unsigned char *output, size_t *olen, size_t osize, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",8,6,4,3,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_check_pair_wrap( const void *pub, const void *prv )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_alloc_wrap( void ),7,5,4,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_free_wrap( void *ctx ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_debug( const void *ctx, mbedtls_pk_debug_item *items )",10,8,8,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,eckey_can_do( mbedtls_pk_type_t type ),4,4,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,eckey_get_bitlen( const void *ctx ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"eckey_verify_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, const unsigned char *sig, size_t sig_len )",12,8,7,2,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"eckey_sign_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, unsigned char *sig, size_t *sig_len, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",13,9,7,2,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"eckey_check_pair( const void *pub, const void *prv )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,eckey_alloc_wrap( void ),7,5,4,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,eckey_free_wrap( void *ctx ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"eckey_debug( const void *ctx, mbedtls_pk_debug_item *items )",4,4,4,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,eckeydh_can_do( mbedtls_pk_type_t type ),3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,ecdsa_can_do( mbedtls_pk_type_t type ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"ecdsa_verify_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, const unsigned char *sig, size_t sig_len )",11,8,6,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"ecdsa_sign_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, unsigned char *sig, size_t *sig_len, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",3,3,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,ecdsa_alloc_wrap( void ),7,5,4,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,ecdsa_free_wrap( void *ctx ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_alt_can_do( mbedtls_pk_type_t type ),2,2,2,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_alt_get_bitlen( const void *ctx ),4,3,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_alt_sign_wrap( void *ctx, mbedtls_md_type_t md_alg, const unsigned char *hash, size_t hash_len, unsigned char *sig, size_t *sig_len, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",12,9,5,3,3,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_alt_decrypt_wrap( void *ctx, const unsigned char *input, size_t ilen, unsigned char *output, size_t *olen, size_t osize, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",11,8,6,3,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,"rsa_alt_check_pair( const void *pub, const void *prv )",25,20,12,7,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_alt_alloc_wrap( void ),7,5,4,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\pk_wrap.c,rsa_alt_free_wrap( void *ctx ),3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"platform_calloc_uninit( size_t n, size_t size )",4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,platform_free_uninit( void *ptr ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_set_calloc_free( void * (*calloc_func)( size_t, size_t ), void (*free_func)( void * ) )",4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_win32_snprintf( char *s, size_t n, const char *fmt, ... )",22,18,12,4,3,0,1,10,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"platform_snprintf_uninit( char * s, size_t n, const char * format, ... )",5,5,5,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_set_snprintf( int (*snprintf_func)( char * s, size_t n, const char * format, ... ) )",3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"platform_printf_uninit( const char *format, ... )",3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_set_printf( int (*printf_func)( const char *, ... ) )",3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"platform_fprintf_uninit( FILE *stream, const char *format, ... )",4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_set_fprintf( int (*fprintf_func)( FILE *, const char *, ... ) )",3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,platform_exit_uninit( int status ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,mbedtls_platform_set_exit( void (*exit_func)( int status ) ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,platform_time_uninit( mbedtls_time_t* timer ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,mbedtls_platform_set_time( mbedtls_time_t (*time_func)( mbedtls_time_t* timer ) ),3,3,3,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_std_nv_seed_read( unsigned char *buf, size_t buf_len )",15,12,9,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_std_nv_seed_write( unsigned char *buf, size_t buf_len )",15,12,9,5,3,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"platform_nv_seed_read_uninit( unsigned char *buf, size_t buf_len )",4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"platform_nv_seed_write_uninit( unsigned char *buf, size_t buf_len )",4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\platform.c,"mbedtls_platform_set_nv_seed( int (*nv_seed_read_func)( unsigned char *buf, size_t buf_len ), int (*nv_seed_write_func)( unsigned char *buf, size_t buf_len ) )",4,4,4,1,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,mbedtls_ripemd160_init( mbedtls_ripemd160_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,mbedtls_ripemd160_free( mbedtls_ripemd160_context *ctx ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,"mbedtls_ripemd160_clone( mbedtls_ripemd160_context *dst, const mbedtls_ripemd160_context *src )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,mbedtls_ripemd160_starts( mbedtls_ripemd160_context *ctx ),9,8,8,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,"mbedtls_ripemd160_process( mbedtls_ripemd160_context *ctx, const unsigned char data[64] )",174,162,111,0,12,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,"mbedtls_ripemd160_update( mbedtls_ripemd160_context *ctx, const unsigned char *input, size_t ilen )",36,29,21,5,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,"mbedtls_ripemd160_finish( mbedtls_ripemd160_context *ctx, unsigned char output[20] )",23,18,17,0,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,"mbedtls_ripemd160( const unsigned char *input, size_t ilen, unsigned char output[20] )",8,7,7,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\ripemd160.c,mbedtls_ripemd160_self_test( int verbose ),31,23,13,8,8,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_init( mbedtls_rsa_context *ctx, int padding, int hash_id )",8,6,4,0,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_set_padding( mbedtls_rsa_context *ctx, int padding, int hash_id )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_gen_key( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, unsigned int nbits, int exponent )",68,42,30,11,16,0,10,49,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,mbedtls_rsa_check_pubkey( const mbedtls_rsa_context *ctx ),17,13,6,9,4,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,mbedtls_rsa_check_privkey( const mbedtls_rsa_context *ctx ),56,43,30,10,10,0,3,9,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_check_pub_priv( const mbedtls_rsa_context *pub, const mbedtls_rsa_context *prv )",14,12,6,5,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_public( mbedtls_rsa_context *ctx, const unsigned char *input, unsigned char *output )",36,27,17,8,9,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"rsa_prepare_blinding( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng )",30,20,16,4,7,0,3,29,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_private( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, const unsigned char *input, unsigned char *output )",85,50,32,12,14,1,21,81,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mgf_mask( unsigned char *dst, size_t dlen, unsigned char *src, size_t slen, mbedtls_md_context_t *md_ctx )",33,24,20,3,8,0,1,5,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsaes_oaep_encrypt( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, const unsigned char *label, size_t label_len, size_t ilen, const unsigned char *input, unsigned char *output )",62,42,31,14,15,0,5,28,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsaes_pkcs1_v15_encrypt( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, size_t ilen, const unsigned char *input, unsigned char *output )",54,38,25,13,13,0,3,24,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_pkcs1_encrypt( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, size_t ilen, const unsigned char *input, unsigned char *output )",18,16,5,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsaes_oaep_decrypt( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, const unsigned char *label, size_t label_len, size_t *olen, const unsigned char *input, unsigned char *output, size_t output_max_len )",108,59,43,20,24,2,25,114,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsaes_pkcs1_v15_decrypt( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, size_t *olen, const unsigned char *input, unsigned char *output, size_t output_max_len)",73,48,33,15,17,3,8,68,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_pkcs1_decrypt( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, size_t *olen, const unsigned char *input, unsigned char *output, size_t output_max_len)",19,17,5,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsassa_pss_sign( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, unsigned char *sig )",83,58,45,18,19,0,6,47,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsassa_pkcs1_v15_sign( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, unsigned char *sig )",110,77,59,19,19,0,14,54,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_pkcs1_sign( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, unsigned char *sig )",18,16,5,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsassa_pss_verify_ext( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, mbedtls_md_type_t mgf1_hash_id, int expected_salt_len, const unsigned char *sig )",111,78,54,27,24,1,9,48,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsassa_pss_verify( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, const unsigned char *sig )",10,8,3,2,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_rsassa_pkcs1_v15_verify( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, const unsigned char *sig )",104,71,43,43,27,0,6,20,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_pkcs1_verify( mbedtls_rsa_context *ctx, int (*f_rng)(void *, unsigned char *, size_t), void *p_rng, int mode, mbedtls_md_type_t md_alg, unsigned int hashlen, const unsigned char *hash, const unsigned char *sig )",18,16,5,4,2,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"mbedtls_rsa_copy( mbedtls_rsa_context *dst, const mbedtls_rsa_context *src )",31,23,21,2,8,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,mbedtls_rsa_free( mbedtls_rsa_context *ctx ),10,9,7,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,"myrand( void *rng_state, unsigned char *output, size_t len )",17,13,7,4,4,1,0,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\rsa.c,mbedtls_rsa_self_test( int verbose ),114,89,49,27,25,3,0,6,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,mbedtls_sha1_init( mbedtls_sha1_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,mbedtls_sha1_free( mbedtls_sha1_context *ctx ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,"mbedtls_sha1_clone( mbedtls_sha1_context *dst, const mbedtls_sha1_context *src )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,mbedtls_sha1_starts( mbedtls_sha1_context *ctx ),9,8,8,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,"mbedtls_sha1_process( mbedtls_sha1_context *ctx, const unsigned char data[64] )",153,135,109,0,18,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,"mbedtls_sha1_update( mbedtls_sha1_context *ctx, const unsigned char *input, size_t ilen )",34,27,20,5,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,"mbedtls_sha1_finish( mbedtls_sha1_context *ctx, unsigned char output[20] )",23,18,17,0,5,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,"mbedtls_sha1( const unsigned char *input, size_t ilen, unsigned char output[20] )",8,7,7,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha1.c,mbedtls_sha1_self_test( int verbose ),51,36,22,9,12,0,3,3,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,mbedtls_sha256_init( mbedtls_sha256_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,mbedtls_sha256_free( mbedtls_sha256_context *ctx ),5,4,3,1,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_sha256_clone( mbedtls_sha256_context *dst, const mbedtls_sha256_context *src )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_sha256_starts( mbedtls_sha256_context *ctx, int is224 )",30,26,22,1,2,0,2,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_sha256_process( mbedtls_sha256_context *ctx, const unsigned char data[64] )",52,45,31,7,7,2,0,4,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_sha256_update( mbedtls_sha256_context *ctx, const unsigned char *input, size_t ilen )",34,27,20,5,7,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_sha256_finish( mbedtls_sha256_context *ctx, unsigned char output[32] )",28,22,20,1,6,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,"mbedtls_sha256( const unsigned char *input, size_t ilen, unsigned char output[32], int is224 )",8,7,7,0,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256.c,mbedtls_sha256_self_test( int verbose ),61,46,29,12,15,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,mbedtls_sha256_init( mbedtls_sha256_context *ctx ),2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,mbedtls_sha256_free( mbedtls_sha256_context *ctx ),6,5,3,2,1,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,"mbedtls_sha256_clone( mbedtls_sha256_context *dst, const mbedtls_sha256_context *src )",2,2,2,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,"mbedtls_sha256_starts( mbedtls_sha256_context *ctx, int is224 )",3,3,3,0,0,0,0,0,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,"mbedtls_sha256_process( mbedtls_sha256_context *ctx, const unsigned char data[64])",2,1,1,0,0,0,1,2,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,"mbedtls_sha256_update( mbedtls_sha256_context *ctx, const unsigned char *input, size_t ilen )",34,12,9,2,3,0,19,138,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha256_alt.c,"mbedtls_sha256_finish( mbedtls_sha256_context *ctx, unsigned char output[32] )",17,12,9,3,3,2,2,20,
E:\LiberoProjects\HSM\HSM\mbedtls\library\sha512.c,"mbedtls_zeroize( void *v, size_t n )",2,2,2,0,0,0,0,0,
